question,search_query,rank,similarity,title,brief_text,entity_name,entity_ticker,entity_type,direction,aspect,reason,published_at,publisher,publisher_type,url
AI's power crunch,AI data center power crunch,3,0.745,AI data center expansion drives utilities to sign multi-gigawatt power deals,"Utilities are securing multi-year electricity supply agreements with data center operators as AI infrastructure buildout accelerates power demand. Alliant Energy disclosed five fully executed data center agreements totaling approximately 3.4 gigawatts, including a new 370-megawatt electric service agreement with a ramp targeted by the end of 2030. PowerBank Corporation signed a modular data center joint development agreement with Nodiac.ai, pairing solar and battery storage systems with a co-location model to bypass grid interconnection timelines. Both regulated utilities and independent power producers, spanning fuel cells, nuclear, natural gas, and renewables, are positioning to serve this load growth, with thematic ETFs such as the Defiance AI & Power Infrastructure ETF and the Global X Data Center & Digital Infrastructure ETF offering exposure.",Enel Chile SA ADR,ENIC.US,stock,,,,2026-06-29T18:24:20+00:00,Seeking Alpha,media,https://seekingalpha.com/news/4608107-ai-power-demand-utilities-cashing-in-on-data-center-expansion?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news
AI's power crunch,AI data center power crunch,3,0.745,AI data center expansion drives utilities to sign multi-gigawatt power deals,"Utilities are securing multi-year electricity supply agreements with data center operators as AI infrastructure buildout accelerates power demand. Alliant Energy disclosed five fully executed data center agreements totaling approximately 3.4 gigawatts, including a new 370-megawatt electric service agreement with a ramp targeted by the end of 2030. PowerBank Corporation signed a modular data center joint development agreement with Nodiac.ai, pairing solar and battery storage systems with a co-location model to bypass grid interconnection timelines. Both regulated utilities and independent power producers, spanning fuel cells, nuclear, natural gas, and renewables, are positioning to serve this load growth, with thematic ETFs such as the Defiance AI & Power Infrastructure ETF and the Global X Data Center & Digital Infrastructure ETF offering exposure.",Fermi Inc.,FRMI.US,stock,,,,2026-06-29T18:24:20+00:00,Seeking Alpha,media,https://seekingalpha.com/news/4608107-ai-power-demand-utilities-cashing-in-on-data-center-expansion?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news
AI's power crunch,AI data center power crunch,3,0.745,AI data center expansion drives utilities to sign multi-gigawatt power deals,"Utilities are securing multi-year electricity supply agreements with data center operators as AI infrastructure buildout accelerates power demand. Alliant Energy disclosed five fully executed data center agreements totaling approximately 3.4 gigawatts, including a new 370-megawatt electric service agreement with a ramp targeted by the end of 2030. PowerBank Corporation signed a modular data center joint development agreement with Nodiac.ai, pairing solar and battery storage systems with a co-location model to bypass grid interconnection timelines. Both regulated utilities and independent power producers, spanning fuel cells, nuclear, natural gas, and renewables, are positioning to serve this load growth, with thematic ETFs such as the Defiance AI & Power Infrastructure ETF and the Global X Data Center & Digital Infrastructure ETF offering exposure.",Martin Marietta Materials Inc,MLM.US,stock,,,,2026-06-29T18:24:20+00:00,Seeking Alpha,media,https://seekingalpha.com/news/4608107-ai-power-demand-utilities-cashing-in-on-data-center-expansion?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news
AI's power crunch,AI data center power crunch,3,0.745,AI data center expansion drives utilities to sign multi-gigawatt power deals,"Utilities are securing multi-year electricity supply agreements with data center operators as AI infrastructure buildout accelerates power demand. Alliant Energy disclosed five fully executed data center agreements totaling approximately 3.4 gigawatts, including a new 370-megawatt electric service agreement with a ramp targeted by the end of 2030. PowerBank Corporation signed a modular data center joint development agreement with Nodiac.ai, pairing solar and battery storage systems with a co-location model to bypass grid interconnection timelines. Both regulated utilities and independent power producers, spanning fuel cells, nuclear, natural gas, and renewables, are positioning to serve this load growth, with thematic ETFs such as the Defiance AI & Power Infrastructure ETF and the Global X Data Center & Digital Infrastructure ETF offering exposure.",NewJersey Resources Corporation,NJR.US,stock,,,,2026-06-29T18:24:20+00:00,Seeking Alpha,media,https://seekingalpha.com/news/4608107-ai-power-demand-utilities-cashing-in-on-data-center-expansion?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news
AI's power crunch,AI data center power crunch,3,0.745,AI data center expansion drives utilities to sign multi-gigawatt power deals,"Utilities are securing multi-year electricity supply agreements with data center operators as AI infrastructure buildout accelerates power demand. Alliant Energy disclosed five fully executed data center agreements totaling approximately 3.4 gigawatts, including a new 370-megawatt electric service agreement with a ramp targeted by the end of 2030. PowerBank Corporation signed a modular data center joint development agreement with Nodiac.ai, pairing solar and battery storage systems with a co-location model to bypass grid interconnection timelines. Both regulated utilities and independent power producers, spanning fuel cells, nuclear, natural gas, and renewables, are positioning to serve this load growth, with thematic ETFs such as the Defiance AI & Power Infrastructure ETF and the Global X Data Center & Digital Infrastructure ETF offering exposure.",Oklo Inc.,OKLO.US,stock,,,,2026-06-29T18:24:20+00:00,Seeking Alpha,media,https://seekingalpha.com/news/4608107-ai-power-demand-utilities-cashing-in-on-data-center-expansion?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news
AI's power crunch,AI data center power crunch,3,0.745,AI data center expansion drives utilities to sign multi-gigawatt power deals,"Utilities are securing multi-year electricity supply agreements with data center operators as AI infrastructure buildout accelerates power demand. Alliant Energy disclosed five fully executed data center agreements totaling approximately 3.4 gigawatts, including a new 370-megawatt electric service agreement with a ramp targeted by the end of 2030. PowerBank Corporation signed a modular data center joint development agreement with Nodiac.ai, pairing solar and battery storage systems with a co-location model to bypass grid interconnection timelines. Both regulated utilities and independent power producers, spanning fuel cells, nuclear, natural gas, and renewables, are positioning to serve this load growth, with thematic ETFs such as the Defiance AI & Power Infrastructure ETF and the Global X Data Center & Digital Infrastructure ETF offering exposure.","Power Solutions International, Inc. Common Stock",PSIX.US,stock,,,,2026-06-29T18:24:20+00:00,Seeking Alpha,media,https://seekingalpha.com/news/4608107-ai-power-demand-utilities-cashing-in-on-data-center-expansion?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news
AI's power crunch,AI data center power crunch,3,0.745,AI data center expansion drives utilities to sign multi-gigawatt power deals,"Utilities are securing multi-year electricity supply agreements with data center operators as AI infrastructure buildout accelerates power demand. Alliant Energy disclosed five fully executed data center agreements totaling approximately 3.4 gigawatts, including a new 370-megawatt electric service agreement with a ramp targeted by the end of 2030. PowerBank Corporation signed a modular data center joint development agreement with Nodiac.ai, pairing solar and battery storage systems with a co-location model to bypass grid interconnection timelines. Both regulated utilities and independent power producers, spanning fuel cells, nuclear, natural gas, and renewables, are positioning to serve this load growth, with thematic ETFs such as the Defiance AI & Power Infrastructure ETF and the Global X Data Center & Digital Infrastructure ETF offering exposure.",Southern Company,SO.US,stock,,,,2026-06-29T18:24:20+00:00,Seeking Alpha,media,https://seekingalpha.com/news/4608107-ai-power-demand-utilities-cashing-in-on-data-center-expansion?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news
AI's power crunch,AI data center power crunch,3,0.745,AI data center expansion drives utilities to sign multi-gigawatt power deals,"Utilities are securing multi-year electricity supply agreements with data center operators as AI infrastructure buildout accelerates power demand. Alliant Energy disclosed five fully executed data center agreements totaling approximately 3.4 gigawatts, including a new 370-megawatt electric service agreement with a ramp targeted by the end of 2030. PowerBank Corporation signed a modular data center joint development agreement with Nodiac.ai, pairing solar and battery storage systems with a co-location model to bypass grid interconnection timelines. Both regulated utilities and independent power producers, spanning fuel cells, nuclear, natural gas, and renewables, are positioning to serve this load growth, with thematic ETFs such as the Defiance AI & Power Infrastructure ETF and the Global X Data Center & Digital Infrastructure ETF offering exposure.",Talen Energy Corporation,TLN.US,stock,,,,2026-06-29T18:24:20+00:00,Seeking Alpha,media,https://seekingalpha.com/news/4608107-ai-power-demand-utilities-cashing-in-on-data-center-expansion?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news
AI's power crunch,AI data center power crunch,3,0.745,AI data center expansion drives utilities to sign multi-gigawatt power deals,"Utilities are securing multi-year electricity supply agreements with data center operators as AI infrastructure buildout accelerates power demand. Alliant Energy disclosed five fully executed data center agreements totaling approximately 3.4 gigawatts, including a new 370-megawatt electric service agreement with a ramp targeted by the end of 2030. PowerBank Corporation signed a modular data center joint development agreement with Nodiac.ai, pairing solar and battery storage systems with a co-location model to bypass grid interconnection timelines. Both regulated utilities and independent power producers, spanning fuel cells, nuclear, natural gas, and renewables, are positioning to serve this load growth, with thematic ETFs such as the Defiance AI & Power Infrastructure ETF and the Global X Data Center & Digital Infrastructure ETF offering exposure.",The AES Corporation,AES.US,stock,,,,2026-06-29T18:24:20+00:00,Seeking Alpha,media,https://seekingalpha.com/news/4608107-ai-power-demand-utilities-cashing-in-on-data-center-expansion?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news
AI's power crunch,AI data center power crunch,3,0.745,AI data center expansion drives utilities to sign multi-gigawatt power deals,"Utilities are securing multi-year electricity supply agreements with data center operators as AI infrastructure buildout accelerates power demand. Alliant Energy disclosed five fully executed data center agreements totaling approximately 3.4 gigawatts, including a new 370-megawatt electric service agreement with a ramp targeted by the end of 2030. PowerBank Corporation signed a modular data center joint development agreement with Nodiac.ai, pairing solar and battery storage systems with a co-location model to bypass grid interconnection timelines. Both regulated utilities and independent power producers, spanning fuel cells, nuclear, natural gas, and renewables, are positioning to serve this load growth, with thematic ETFs such as the Defiance AI & Power Infrastructure ETF and the Global X Data Center & Digital Infrastructure ETF offering exposure.",TransAlta Corp,TAC.US,stock,,,,2026-06-29T18:24:20+00:00,Seeking Alpha,media,https://seekingalpha.com/news/4608107-ai-power-demand-utilities-cashing-in-on-data-center-expansion?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news
AI's power crunch,AI data center power crunch,4,0.744,Big Tech’s $3 Trillion Struggle to Secure Enough Electricity,"Big Tech is facing a critical shortage of electricity to power AI data centers, with utilities quoting two- to four-year wait times just for feasibility studies. Global data center power demand could rise 165% by the end of the decade, according to Goldman Sachs. Companies like Amazon, Microsoft, and Google are racing to lock in long-term power deals, such as Amazon’s agreement with Talen Energy for up to 1,920 megawatts of nuclear power and Microsoft’s 20-year deal with Constellation Energy to restart Three Mile Island for 835 megawatts. Bitzero, which controls over a gigawatt of clean power capacity across Norway, Finland, and North Dakota, has already secured a 15-year lease with OneQode Networks for its full 110-megawatt Norway campus, potentially generating $2.6 billion in contracted revenue. Shark Tank’s Kevin O’Leary is a strategic investor, noting that Bitzero’s sustainable, low-cost electricity positions it as a power provider in an era where AI and Bitcoin mining compete for the same resource.",Microsoft Corporation,MSFT.US,stock,pos,demand,Microsoft's 20-year deal with Constellation Energy to restart Three Mile Island for 835 MW secures power for its AI data centers.,2026-07-05T23:00:00+00:00,Oilprice.com,media,https://finance.yahoo.com/energy/articles/big-tech-3-trillion-struggle-230000415.html
AI's power crunch,AI data center power crunch,4,0.744,Big Tech’s $3 Trillion Struggle to Secure Enough Electricity,"Big Tech is facing a critical shortage of electricity to power AI data centers, with utilities quoting two- to four-year wait times just for feasibility studies. Global data center power demand could rise 165% by the end of the decade, according to Goldman Sachs. Companies like Amazon, Microsoft, and Google are racing to lock in long-term power deals, such as Amazon’s agreement with Talen Energy for up to 1,920 megawatts of nuclear power and Microsoft’s 20-year deal with Constellation Energy to restart Three Mile Island for 835 megawatts. Bitzero, which controls over a gigawatt of clean power capacity across Norway, Finland, and North Dakota, has already secured a 15-year lease with OneQode Networks for its full 110-megawatt Norway campus, potentially generating $2.6 billion in contracted revenue. Shark Tank’s Kevin O’Leary is a strategic investor, noting that Bitzero’s sustainable, low-cost electricity positions it as a power provider in an era where AI and Bitcoin mining compete for the same resource.",Bitzero Holdings Inc. Common Shares,AIBZ.US,stock,pos,demand,"Bitzero's clean power capacity is in high demand from AI data centers, with a 15-year lease secured for its Norway campus.",2026-07-05T23:00:00+00:00,Oilprice.com,media,https://finance.yahoo.com/energy/articles/big-tech-3-trillion-struggle-230000415.html
AI's power crunch,AI data center power crunch,4,0.744,Big Tech’s $3 Trillion Struggle to Secure Enough Electricity,"Big Tech is facing a critical shortage of electricity to power AI data centers, with utilities quoting two- to four-year wait times just for feasibility studies. Global data center power demand could rise 165% by the end of the decade, according to Goldman Sachs. Companies like Amazon, Microsoft, and Google are racing to lock in long-term power deals, such as Amazon’s agreement with Talen Energy for up to 1,920 megawatts of nuclear power and Microsoft’s 20-year deal with Constellation Energy to restart Three Mile Island for 835 megawatts. Bitzero, which controls over a gigawatt of clean power capacity across Norway, Finland, and North Dakota, has already secured a 15-year lease with OneQode Networks for its full 110-megawatt Norway campus, potentially generating $2.6 billion in contracted revenue. Shark Tank’s Kevin O’Leary is a strategic investor, noting that Bitzero’s sustainable, low-cost electricity positions it as a power provider in an era where AI and Bitcoin mining compete for the same resource.",Bitzero,,private,pos,demand,"Bitzero's clean power capacity is in high demand from AI data centers, with a 15-year lease secured for its Norway campus.",2026-07-05T23:00:00+00:00,Oilprice.com,media,https://finance.yahoo.com/energy/articles/big-tech-3-trillion-struggle-230000415.html
AI's power crunch,AI data center power crunch,4,0.744,Big Tech’s $3 Trillion Struggle to Secure Enough Electricity,"Big Tech is facing a critical shortage of electricity to power AI data centers, with utilities quoting two- to four-year wait times just for feasibility studies. Global data center power demand could rise 165% by the end of the decade, according to Goldman Sachs. Companies like Amazon, Microsoft, and Google are racing to lock in long-term power deals, such as Amazon’s agreement with Talen Energy for up to 1,920 megawatts of nuclear power and Microsoft’s 20-year deal with Constellation Energy to restart Three Mile Island for 835 megawatts. Bitzero, which controls over a gigawatt of clean power capacity across Norway, Finland, and North Dakota, has already secured a 15-year lease with OneQode Networks for its full 110-megawatt Norway campus, potentially generating $2.6 billion in contracted revenue. Shark Tank’s Kevin O’Leary is a strategic investor, noting that Bitzero’s sustainable, low-cost electricity positions it as a power provider in an era where AI and Bitcoin mining compete for the same resource.",Constellation Energy Corp,CEG.US,stock,pos,demand,Microsoft's 20-year deal to restart Three Mile Island for 835 MW of nuclear power directly benefits Constellation.,2026-07-05T23:00:00+00:00,Oilprice.com,media,https://finance.yahoo.com/energy/articles/big-tech-3-trillion-struggle-230000415.html
AI's power crunch,AI data center power crunch,4,0.744,Big Tech’s $3 Trillion Struggle to Secure Enough Electricity,"Big Tech is facing a critical shortage of electricity to power AI data centers, with utilities quoting two- to four-year wait times just for feasibility studies. Global data center power demand could rise 165% by the end of the decade, according to Goldman Sachs. Companies like Amazon, Microsoft, and Google are racing to lock in long-term power deals, such as Amazon’s agreement with Talen Energy for up to 1,920 megawatts of nuclear power and Microsoft’s 20-year deal with Constellation Energy to restart Three Mile Island for 835 megawatts. Bitzero, which controls over a gigawatt of clean power capacity across Norway, Finland, and North Dakota, has already secured a 15-year lease with OneQode Networks for its full 110-megawatt Norway campus, potentially generating $2.6 billion in contracted revenue. Shark Tank’s Kevin O’Leary is a strategic investor, noting that Bitzero’s sustainable, low-cost electricity positions it as a power provider in an era where AI and Bitcoin mining compete for the same resource.",Talen Energy Corporation,TLN.US,stock,pos,demand,"Amazon's agreement with Talen for up to 1,920 MW of nuclear power directly benefits Talen.",2026-07-05T23:00:00+00:00,Oilprice.com,media,https://finance.yahoo.com/energy/articles/big-tech-3-trillion-struggle-230000415.html
AI's power crunch,AI data center power crunch,4,0.744,Big Tech’s $3 Trillion Struggle to Secure Enough Electricity,"Big Tech is facing a critical shortage of electricity to power AI data centers, with utilities quoting two- to four-year wait times just for feasibility studies. Global data center power demand could rise 165% by the end of the decade, according to Goldman Sachs. Companies like Amazon, Microsoft, and Google are racing to lock in long-term power deals, such as Amazon’s agreement with Talen Energy for up to 1,920 megawatts of nuclear power and Microsoft’s 20-year deal with Constellation Energy to restart Three Mile Island for 835 megawatts. Bitzero, which controls over a gigawatt of clean power capacity across Norway, Finland, and North Dakota, has already secured a 15-year lease with OneQode Networks for its full 110-megawatt Norway campus, potentially generating $2.6 billion in contracted revenue. Shark Tank’s Kevin O’Leary is a strategic investor, noting that Bitzero’s sustainable, low-cost electricity positions it as a power provider in an era where AI and Bitcoin mining compete for the same resource.",Amazon.com Inc,AMZN.US,stock,pos,demand,"Amazon's data center power needs drive its agreement with Talen Energy for nuclear power, indicating strong demand for its cloud services.",2026-07-05T23:00:00+00:00,Oilprice.com,media,https://finance.yahoo.com/energy/articles/big-tech-3-trillion-struggle-230000415.html
AI's power crunch,AI data center power crunch,4,0.744,Big Tech’s $3 Trillion Struggle to Secure Enough Electricity,"Big Tech is facing a critical shortage of electricity to power AI data centers, with utilities quoting two- to four-year wait times just for feasibility studies. Global data center power demand could rise 165% by the end of the decade, according to Goldman Sachs. Companies like Amazon, Microsoft, and Google are racing to lock in long-term power deals, such as Amazon’s agreement with Talen Energy for up to 1,920 megawatts of nuclear power and Microsoft’s 20-year deal with Constellation Energy to restart Three Mile Island for 835 megawatts. Bitzero, which controls over a gigawatt of clean power capacity across Norway, Finland, and North Dakota, has already secured a 15-year lease with OneQode Networks for its full 110-megawatt Norway campus, potentially generating $2.6 billion in contracted revenue. Shark Tank’s Kevin O’Leary is a strategic investor, noting that Bitzero’s sustainable, low-cost electricity positions it as a power provider in an era where AI and Bitcoin mining compete for the same resource.",Alphabet Inc Class A,GOOGL.US,stock,neg,supply,"Google faces electricity shortages and long wait times for data center power, threatening AI expansion.",2026-07-05T23:00:00+00:00,Oilprice.com,media,https://finance.yahoo.com/energy/articles/big-tech-3-trillion-struggle-230000415.html
AI's power crunch,AI data center power crunch,4,0.744,Big Tech’s $3 Trillion Struggle to Secure Enough Electricity,"Big Tech is facing a critical shortage of electricity to power AI data centers, with utilities quoting two- to four-year wait times just for feasibility studies. Global data center power demand could rise 165% by the end of the decade, according to Goldman Sachs. Companies like Amazon, Microsoft, and Google are racing to lock in long-term power deals, such as Amazon’s agreement with Talen Energy for up to 1,920 megawatts of nuclear power and Microsoft’s 20-year deal with Constellation Energy to restart Three Mile Island for 835 megawatts. Bitzero, which controls over a gigawatt of clean power capacity across Norway, Finland, and North Dakota, has already secured a 15-year lease with OneQode Networks for its full 110-megawatt Norway campus, potentially generating $2.6 billion in contracted revenue. Shark Tank’s Kevin O’Leary is a strategic investor, noting that Bitzero’s sustainable, low-cost electricity positions it as a power provider in an era where AI and Bitcoin mining compete for the same resource.",OneQode Networks,,private,pos,demand,"OneQode Networks secured a 15-year lease for Bitzero's full 110-megawatt Norway campus, ensuring long-term power supply.",2026-07-05T23:00:00+00:00,Oilprice.com,media,https://finance.yahoo.com/energy/articles/big-tech-3-trillion-struggle-230000415.html
